"IdNum","Title","Description","DescComment","SubjectTop","DonorNotes","WherMade","Color","Material","ItemCondition","ConditionNts","Fragility","Functional","Power","ToC","IsPart","IsVer","HasPart","HasVer","Creator","Publisher","Contributor","AddlAuth","Created","Copyrighted","DateCR","Available","Medium","Type","Format","ItemType","Dimensions","Extent","MediaType","Moves","Resolution","Software","StillImage","MovingImage","Weight","Identifier","ModelNum","SerialNum","PartNum","SeriesNum","OtherNum","ToDo","Location","LocNotes","Interim","Box","Loc","ToGo","AddCom","CatBy","EditBy","AltTitle","BibCit","SubKes","Description1","Source","Relation","ConformsTo","Coverage","RightsMGMT","Format1","BitDepth","Resolution1","NatlLang","ProgLang","PropDisp","DateScan","ProcInit","FormatBP","URI","ThumbNailURI","AbIint","IntInit","InstrMeth","Audience","AudLev","Mediator","ItemReferences","IsReferencedBy","Replaces","ReplacedBy","Requires","RequiredBy","AccessRights","RightsHolder","License","Provenance","Spacial","Temporal","AccrualComments","AccrualMethod","AccrualPeriodicity","AccPol","Collection","Wiki","Blog","TravelingExhibit","SocialMedia","SmallThumbURI","History6","History7","History8","History9"
"2747","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2748","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2749","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2750","Teacher Training Collection","Material created to help teachers and school administrators bring computing into schools",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2751","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2752","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2753","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2754","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2755","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2756","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2757","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2758","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2759","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2760","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2761","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2762","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2763","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2764","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2765","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2766","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2767","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2768","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2769","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2770","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2771","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2772","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2773","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2774","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2775","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2776","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2777","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2778","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2779","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2780","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2781","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2782","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2783","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2784","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2785","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2786","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2787","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2788","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2789","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2790","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2791","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2792","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
"2793","Saved for media being digitized at Pratt","Saved for media being digitized at Pratt",,,NULL,,"none","na","na",,"na",,,,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,,"na",NULL,,"0",,,NULL,,,,NULL,NULL,NULL,,,,,,,"n","dr",,"na","0-0",NULL,,,"ll1","ll1",,NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,NULL,NULL,,NULL,,,,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,,NULL,,,,,,,,,
